nameID,primaryName,birthYear,deathYear
939,Adrian Biddle,1952,2005
940,Bigas Luna,1946,2013
941,Kathryn Bigelow,1951,
942,Theodore Bikel,1924,2015
943,Traci Bingham,1968,
944,Antonia Bird,1951,2013
945,Jane Birkin,1946,2023
946,Whit Bissell,1909,1996
947,Karen Black,1939,2013
948,Shane Black,1961,
949,Cate Blanchett,1969,
950,Brenda Blethyn,1946,
951,Joan Blondell,1906,1979
952,Hart Bochner,1956,
953,Peter Bogdanovich,1939,2022
954,Jon Bon Jovi,1962,
955,Ward Bond,1903,1960
956,Lisa Bonet,1967,
957,Jan de Bont,1943,
958,John Boorman,1933,
959,Powers Boothe,1948,2017
960,Barry Bostwick,1945,
961,Timothy Bottoms,1951,
962,Carole Bouquet,1957,
963,Stephen Boyd,1931,1977
964,Charles Boyer,1899,1978
965,Danny Boyle,1956,
966,Lorraine Bracco,1954,
967,Eric Braeden,1941,
968,Sonia Braga,1950,
969,Lillo Brancato,1976,
970,Jonathan Brandis,1976,2003
971,Nicoletta Braschi,1960,
972,Tinto Brass,1933,
974,Walter Brennan,1894,1974
975,Robert Bresson,1901,1999
976,Martin Brest,1951,
977,Beau Bridges,1941,
978,Lloyd Bridges,1913,1998
979,Wilford Brimley,1934,2020
980,Jim Broadbent,1949,
981,James Brolin,1940,
982,Josh Brolin,1968,
983,Albert Brooks,1947,
984,Avery Brooks,1948,
985,James L. Brooks,1940,
986,Bryan Brown,1947,
987,Jim Brown,1936,2023
988,Jerry Bruckheimer,1943,
989,Yul Brynner,1920,1985
990,Betty Buckley,1947,
991,Geneviève Bujold,1942,
992,Billie Burke,1884,1970
993,Carol Burnett,1933,
994,Raymond Burr,1917,1993
995,Ellen Burstyn,1932,
996,LeVar Burton,1957,
997,Gary Busey,1944,
998,Jake Busey,1971,
999,Red Buttons,1919,2006
1000,Tom Byron,1961,
1001,James Caan,1940,2022
1002,Dean Cain,1966,
1003,Simon Callow,1949,
1004,Billy Campbell,1959,
1005,Jane Campion,1954,
1006,John Candy,1950,1994
1007,Dyan Cannon,1937,
1008,Frank Capra,1897,1991
1009,Kate Capshaw,1953,
1010,Capucine,1928,1990
1011,Irene Cara,1959,2022
1012,Claudia Cardinale,1938,
1013,Harry Carey Jr.,1921,2012
1014,Mariah Carey,1969,
1015,Robert Carlyle,1961,
1016,David Carradine,1936,2009
1017,John Carradine,1906,1988
1018,Keith Carradine,1949,
1019,Robert Carradine,1954,
1020,Katrin Cartlidge,1961,2002
1021,Veronica Cartwright,1949,
1022,Dana Carvey,1955,
1023,John Cassavetes,1929,1989
1024,Nick Cassavetes,1959,
1025,Seymour Cassel,1935,2019
1027,Shaun Cassidy,1958,
1028,Maxwell Caulfield,1959,
1029,Jim Caviezel,1968,
1030,John Cazale,1935,1978
1031,Claude Chabrol,1930,2010
1032,Marilyn Chambers,1952,2009
1033,Lon Chaney Jr.,1906,1973
1035,Ben Chaplin,1970,
1036,Geraldine Chaplin,1944,
1037,Graham Chapman,1941,1989
1038,Josh Charles,1971,
1039,David Charvet,1972,
1040,Joan Chen,1961,
1041,Maggie Cheung,1964,
1042,Lois Chiles,1947,
1043,Anna Chlumsky,1980,
1044,Rae Dawn Chong,1961,
1045,Tommy Chong,1938,
1046,Julie Christie,1940,
1047,Michael Cimino,1939,2016
1048,Andrew Dice Clay,1957,
1049,Jill Clayburgh,1944,2010
1050,Montgomery Clift,1920,1966
1051,Bill Clinton,1946,
1052,Kurt Cobain,1967,1994
1053,Ethan Coen,1957,
1054,Joel Coen,1954,
1055,Claudette Colbert,1903,1996
1056,Dabney Coleman,1932,2024
1057,Toni Collette,1972,
1058,Joan Collins,1933,
1059,Robbie Coltrane,1950,2022
1060,Chris Columbus,1958,
1061,Holly Marie Combs,1973,
1062,Jeffrey Combs,1954,
1063,Jeff Conaway,1950,2011
1064,Jason Connery,1963,
1065,Harry Connick Jr.,1967,
1066,Robert Conrad,1935,2020
1067,Jackie Coogan,1914,1984
1068,Sofia Coppola,1971,
1069,Bud Cort,1948,
1070,Bill Cosby,1937,
1071,Annie Costner,1984,
1072,Joseph Cotten,1905,1994
1073,Courteney Cox,1964,
1074,Ronny Cox,1938,
1075,Peter Coyote,1941,
1076,Joan Crawford,1906,1977
1077,Richard Crenna,1926,2003
1078,Bing Crosby,1903,1977
1079,Scatman Crothers,1910,1986
1080,Lindsay Crouse,1948,
1081,Cameron Crowe,1957,
1082,Billy Crudup,1968,
1083,Jon Cryer,1965,
1084,Ice Cube,1969,
1085,Kieran Culkin,1982,
1086,Alan Cumming,1965,
1087,Lee Curreri,1961,
1088,Peter Cushing,1913,1994
1089,Henry Czerny,1959,
1090,Joe D'Amato,1936,1999
1091,Patti D'Arbanville,1951,
1093,John Dahl,1956,
1094,Roald Dahl,1916,1990
1095,Béatrice Dalle,1964,
1096,Timothy Dalton,1946,
1097,Charles Dance,1946,
1098,Rodney Dangerfield,1921,2004
1099,Jeff Daniels,1955,
1100,Blythe Danner,1943,
1101,Ted Danson,1947,
1102,Joe Dante,1946,
1103,Tony Danza,1951,
1104,Frank Darabont,1959,
1105,Linda Darnell,1923,1965
1106,Racquel Darrian,1968,
1107,Stacey Dash,1967,
1108,Robert Davi,1951,
1109,Jaye Davidson,1968,
1110,Embeth Davidtz,1965,
1111,Jeremy Davies,1969,
1112,Andrew Davis,1946,
1113,Brad Davis,1949,1991
1114,Judy Davis,1955,
1115,Ossie Davis,1917,2005
1116,Warwick Davis,1970,
1117,Bruce Davison,1946,
1118,Pam Dawber,1951,
1119,Yvonne De Carlo,1922,2007
1120,Vittorio De Sica,1901,1974
1121,Brandon De Wilde,1942,1972
1122,Ellen DeGeneres,1958,
1123,Dom DeLuise,1933,2009
1124,Cecil B. DeMille,1881,1959
1125,Benicio Del Toro,1967,
1126,Kim Delaney,1958,
1128,Alain Delon,1935,2024
1129,Jonathan Demme,1944,2017
1130,Ted Demme,1963,2002
1131,Patrick Dempsey,1966,
1132,Judi Dench,1934,
1133,Brian Dennehy,1938,2020
1134,Bob Denver,1935,2005
1135,John Derek,1926,1998
1136,Bruce Dern,1936,
1137,William Devane,1939,
1138,Susan Dey,1952,
1139,Tom DiCillo,1953,
1140,Philip K. Dick,1928,1982
1141,Angie Dickinson,1931,
1142,Uschi Digard,1948,
1143,Kevin Dillon,1965,
1144,Céline Dion,1968,
1145,Divine,1945,1988
1146,Donna Dixon,1957,
1147,Shannen Doherty,1971,2024
1148,Troy Donahue,1936,2001
1149,Richard Donner,1930,2021
1150,James Doohan,1920,2005
1151,Stephen Dorff,1973,
1152,Illeana Douglas,1961,
1153,Lesley-Anne Down,1954,
1155,Patrick Duffy,1949,
1156,Olympia Dukakis,1931,2021
1157,Patty Duke,1946,2016
1158,Keir Dullea,1936,
1159,Faye Dunaway,1941,
1160,Adrian Dunbar,1958,
1161,Dominique Dunne,1959,1982
1162,Griffin Dunne,1955,
1163,Roy Dupuis,1963,
1164,Charles Durning,1923,2012
1165,Charles S. Dutton,1951,
1166,James Duval,1972,
1167,Shelley Duvall,1949,2024
1168,Bob Dylan,1941,
1169,George Dzundza,1945,
1170,Roger Ebert,1942,2013
1171,Buddy Ebsen,1908,2003
1172,Christopher Eccleston,1964,
1173,Aaron Eckhart,1968,
1175,Blake Edwards,1922,2010
1176,Nicole Eggert,1972,
1177,Chris Eigeman,1965,
1178,Sergei Eisenstein,1898,1948
1179,Anita Ekberg,1931,2015
1180,Britt Ekland,1942,
1181,Jack Elam,1920,2003
1182,Carmen Electra,1972,
1183,Bodhi Elfman,1969,
1184,Jenna Elfman,1971,
1185,Hector Elizondo,1936,
1186,Denholm Elliott,1922,1992
1187,Noah Emmerich,1965,
1188,Nora Ephron,1941,2012
1189,Gabriel Yared,1949,
1190,David Prowse,1935,2020
1191,Adam Sandler,1966,
1192,John Mark Robinson,1949,
1193,Shelley Fabares,1944,
1194,Jeff Fahey,1952,
1195,Douglas Fairbanks Jr.,1909,2000
1196,Douglas Fairbanks,1883,1939
1197,Anna Falchi,1972,
1198,Debrah Farentino,1959,
1199,Dennis Farina,1944,2013
1200,Gary Farmer,1953,
1201,Mia Farrow,1945,
1202,Rainer Werner Fassbinder,1945,1982
1203,William Faulkner,1897,1962
1204,Marty Feldman,1934,1982
1205,Norman Fell,1924,1998
1206,Abel Ferrara,1951,
1207,José Ferrer,1912,1992
1208,Miguel Ferrer,1955,2017
1209,William Fichtner,1956,
1210,Chelsea Field,1957,
1211,W.C. Fields,1880,1946
1212,Joseph Fiennes,1970,
1213,Harvey Fierstein,1952,
1214,Mike Figgis,1948,
1215,Albert Finney,1936,2019
1216,Tara Fitzgerald,1967,
1217,Fionnula Flanagan,1941,
1218,Sean Patrick Flanery,1965,
1219,Gary Fleder,1965,
1220,Ian Fleming,1908,1964
1221,Louise Fletcher,1934,2022
1222,Calista Flockhart,1964,
1223,Lara Flynn Boyle,1970,
1224,Errol Flynn,1909,1959
1225,Nina Foch,1924,2008
1227,Megan Follows,1968,
1228,Peter Fonda,1940,2019
1229,Glenn Ford,1916,2006
1230,Harrison Ford,1884,1957
1231,Claire Forlani,1971,
1232,Milos Forman,1932,2018
1233,Robert Forster,1941,2019
1234,John Forsythe,1918,2010
1235,William Forsythe,1955,
1236,Meg Foster,1948,
1237,Samantha Fox,1950,2020
1238,Jesús Franco,1930,2013
1239,John Frankenheimer,1930,2002
1240,Dennis Franz,1944,
1241,Stephen Frears,1941,
1242,Matt Frewer,1958,
1243,William Friedkin,1935,2023
1244,Sadie Frost,1965,
1245,Mira Furlan,1955,2021
1246,Dan Futterman,1967,
1247,Eva Gabor,1919,1995
1248,Zsa Zsa Gabor,1917,2016
1249,Monique Gabrielle,1962,
1250,Charlotte Gainsbourg,1971,
1251,Peter Gallagher,1955,
1252,Vincent Gallo,1961,
1253,Mason Gamble,1986,
1254,James Gandolfini,1961,2013
1255,Victor Garber,1949,
1256,Greta Garbo,1905,1990
1257,Ava Gardner,1922,1990
1258,James Garner,1928,2014
1259,Jennie Garth,1972,
1260,John Gavin,1931,2018
1261,Rebecca Gayheart,1971,
1262,Ben Gazzara,1930,2012
1263,Jason Gedrick,1965,
1264,Sarah Michelle Gellar,1977,
1265,Susan George,1950,
1266,Gil Gerard,1943,
1267,Balthazar Getty,1975,
1268,Estelle Getty,1923,2008
1269,Cynthia Gibb,1963,
1270,Brian Gibson,1944,2004
1271,Melissa Gilbert,1964,
1272,Annabeth Gish,1971,
1273,Lillian Gish,1893,1993
1274,Paul Michael Glaser,1943,
1275,Philip Glass,1937,
1276,Jackie Gleason,1916,1987
1277,Scott Glenn,1939,
1278,John Glover,1944,
1279,William Goldman,1931,2018
1280,Jenette Goldstein,1960,
1281,Bobcat Goldthwait,1962,
1282,Tony Goldwyn,1960,
1283,Louis Gossett Jr.,1936,2024
1284,Michael Gough,1916,2011
1285,Elliott Gould,1938,
1286,Elizabeth Gracen,1961,
1287,Heather Graham,1970,
1288,Kelsey Grammer,1955,
1289,Stewart Granger,1913,1993
1290,Richard E. Grant,1957,
1291,Rupert Graves,1963,
1292,Erin Gray,1950,
1293,Seth Green,1974,
1294,Graham Greene,1904,1991
1295,Graham Greene,1952,
1296,Lorne Greene,1915,1987
1297,Joel Grey,1932,
1298,Richard Grieco,1965,
1299,Thomas Ian Griffith,1962,
1300,John Grisham,1955,
1301,Charles Grodin,1935,2021
1302,Christopher Guest,1948,
1303,Carla Gugino,1971,
1304,Fred Gwynne,1926,1993
1305,Lukas Haas,1976,
1306,Larry Hagman,1931,2012
1307,Stacy Haiduk,1968,
1308,Alan Hale Jr.,1921,1990
1309,Anthony Michael Hall,1968,
1310,Kevin Peter Hall,1955,1991
1311,Philip Baker Hall,1931,2022
1312,Geri Horner,1972,
1313,George Hamilton,1939,
1314,John Hannah,1962,
1315,Marcia Gay Harden,1959,
1316,Oliver Hardy,1892,1957
1317,Renny Harlin,1959,
1318,Jean Harlow,1911,1937
1319,Mark Harmon,1951,
1320,Valerie Harper,1939,2019
1321,Richard Harris,1930,2002
1322,Rex Harrison,1908,1990
1323,Debbie Harry,1945,
1324,Ian Hart,1964,
1325,Hal Hartley,1959,
1326,Josh Hartnett,1978,
1327,David Hasselhoff,1952,
1328,Howard Hawks,1896,1977
1329,Nigel Hawthorne,1929,2001
1330,Sterling Hayden,1916,1986
1331,Todd Haynes,1961,
1332,Robert Hays,1947,
1333,Susan Hayward,1917,1975
1334,John Heard,1946,2017
1335,Tippi Hedren,1930,
1336,Van Heflin,1908,1971
1337,Katherine Heigl,1978,
1339,Marg Helgenberger,1958,
1340,Katherine Helmond,1929,2019
1341,Florence Henderson,1934,2016
1342,Jimi Hendrix,1942,1970
1343,Carrie Henn,1976,
1345,Jim Henson,1936,1990
1346,Edward Herrmann,1943,2014
1347,Barbara Hershey,1948,
1348,Werner Herzog,1942,
1349,Jennifer Love Hewitt,1979,
1350,Benny Hill,1924,1992
1351,George Roy Hill,1921,2002
1352,Terence Hill,1939,
1353,Walter Hill,1942,
1354,Ciarán Hinds,1953,
1355,Michael Hoffman,1956,
1356,Hulk Hogan,1953,
1357,Paul Hogan,1939,
1358,Hal Holbrook,1925,2021
1359,Sterling Holloway,1905,1992
1360,John Holmes,1944,1988
1361,Tobe Hooper,1943,2017
1362,Bob Hope,1903,2003
1363,Jane Horrocks,1964,
1364,Bob Hoskins,1942,2014
1365,Whitney Houston,1963,2012
1366,Leslie Howard,1893,1943
1367,C. Thomas Howell,1966,
1368,Ernie Hudson,1945,
1369,Rock Hudson,1925,1985
1370,Finola Hughes,1959,
1371,Tom Hulce,1953,
1372,Bonnie Hunt,1961,
1373,Linda Hunt,1945,
1374,Jeffrey Hunter,1926,1969
1375,Kim Hunter,1922,2002
1376,Isabelle Huppert,1953,
1377,Olivia Hussey,1951,2024
1378,Anjelica Huston,1951,
1379,John Huston,1906,1987
1380,Jim Hutton,1934,1979
1381,Lauren Hutton,1943,
1382,Peter Hyams,1943,
1383,David Hyde Pierce,1959,
1384,Ice-T,1958,
1385,Eric Idle,1943,
1386,Natalie Imbruglia,1975,
1387,Kathy Ireland,1963,
1388,Amy Irving,1953,
1389,Chris Isaak,1956,
1390,Janet Jackson,1966,
1391,Michael Jackson,1958,2009
1392,Peter Jackson,1961,
1393,Irène Jacob,1966,
1394,Derek Jacobi,1938,
1395,Richard Jaeckel,1926,1997
1396,Mick Jagger,1943,
1397,Brion James,1945,1999
1398,Jenna Jameson,1974,
1399,Marianne Jean-Baptiste,1967,
1400,Michelle Johnson,1965,
1401,Angelina Jolie,1975,
1402,Terry Jones,1942,2020
1403,Neil Jordan,1950,
1404,Madeline Kahn,1942,1999
1405,Janusz Kaminski,1959,
1406,Carol Kane,1952,
1407,Mitzi Kapture,1962,
1408,Shekhar Kapur,1945,
1409,Tchéky Karyo,1953,
1410,Lawrence Kasdan,1949,
1411,William Katt,1951,
1412,Andy Kaufman,1949,1984
1413,Julie Kavner,1950,
1414,Danny Kaye,1911,1987
1415,Elia Kazan,1909,2003
1416,Catherine Keener,1959,
1417,Brian Keith,1921,1997
1418,David Keith,1954,
1419,Sally Kellerman,1937,2022
1420,DeForest Kelley,1920,1999
1421,George Kennedy,1925,2016
1422,Persis Khambatta,1948,1998
1423,Richard Kiel,1939,2014
1425,Krzysztof Kieslowski,1941,1996
1426,Ben Kingsley,1943,
1427,Greg Kinnear,1963,
1428,Klaus Kinski,1926,1991
1429,Takeshi Kitano,1947,
1430,Jack Klugman,1922,2012
1431,Wayne Knight,1955,
1432,Charlie Korsmo,1978,
1433,Yaphet Kotto,1939,2021
1434,Kris Kristofferson,1936,2024
1435,Lisa Kudrow,1963,
1436,Swoosie Kurtz,1944,
1437,Emir Kusturica,1954,
1438,Neil LaBute,1963,
1439,Anthony LaPaglia,1959,
1440,Cheryl Ladd,1951,
1441,Christine Lahti,1950,
1442,Ricki Lake,1968,
1443,Hedy Lamarr,1914,2000
1444,Lorenzo Lamas,1958,
1445,Martin Landau,1928,2017
1446,Michael Landon,1936,1991
1447,Nathan Lane,1956,
1448,Jessica Lange,1949,
1449,Frank Langella,1938,
1450,Angela Lansbury,1925,2022
1451,Queen Latifah,1970,
1452,Charles Laughton,1899,1962
1453,Piper Laurie,1932,2023
1454,Martin Lawrence,1965,
1455,Matt LeBlanc,1967,
1456,Kelly LeBrock,1960,
1457,James Le Gros,1962,
1458,Cloris Leachman,1926,2021
1459,Denis Leary,1957,
1460,Mimi Leder,1952,
1461,Virginie Ledoyen,1976,
1462,Jason Scott Lee,1966,
1463,Janet Leigh,1927,2004
1464,Kay Lenz,1953,
1465,Elmore Leonard,1925,2013
1466,Sergio Leone,1929,1989
1467,Jared Leto,1971,
1468,David Letterman,1947,
1469,Barry Levinson,1942,
1470,Charlotte Lewis,1967,
1471,Jerry Lewis,1926,2017
1472,Jet Li,1963,
1473,Laura Linney,1964,
1474,Tom Lister Jr.,1958,2020
1475,John Lithgow,1945,
1476,Cleavon Little,1939,1992
1477,Robyn Lively,1972,
1478,June Lockhart,1925,
1479,Carole Lombard,1908,1942
1480,Shelley Long,1949,
1481,Tina Louise,1934,
1482,Courtney Love,1964,
1483,Linda Lovelace,1949,2002
1484,Jon Lovitz,1957,
1485,Myrna Loy,1905,1993
1486,Sidney Lumet,1924,2011
1487,John Lynch,1961,
1488,Kelly Lynch,1959,
1489,Paul Lynde,1926,1982
1490,Adrian Lyne,1941,
1491,Melanie Lynskey,1977,
1492,Kyle MacLachlan,1959,
1493,Peter MacNicol,1954,
1494,Ralph Macchio,1961,
1495,Patrick Macnee,1922,2015
1496,Amy Madigan,1950,
1497,Tobey Maguire,1975,
1498,John Mahoney,1940,2018
1499,Tina Majorino,1985,
1500,Karl Malden,1912,2009
1501,Louis Malle,1932,1995
1502,Luis Mandoki,1954,
1503,Dinah Manoff,1956,
1504,Marilyn Manson,1969,
1505,Joe Mantegna,1947,
1506,Jane March,1973,
1507,Cheech Marin,1946,
1508,Penny Marshall,1943,2018
1509,Dean Martin,1917,1995
1510,Strother Martin,1919,1980
1511,Lee Marvin,1924,1987
1512,Mary Elizabeth Mastrantonio,1958,
1513,Tim Matheson,1947,
1514,Victor Mature,1913,1999
1515,Joseph Mazzello,1983,
1516,Rue McClanahan,1934,2010
1517,Catherine McCormack,1972,
1518,Dylan McDermott,1961,
1519,Ian McDiarmid,1944,
1521,Mary McDonnell,1952,
1522,Roddy McDowall,1928,1998
1523,Natascha McElhone,1969,
1524,Paul McGann,1959,
1525,John C. McGinley,1959,
1526,Patrick McGoohan,1928,2009
1527,Elizabeth McGovern,1961,
1528,Don McKellar,1963,
1529,Nancy McKeon,1966,
1531,Kristy McNichol,1962,
1532,John McTiernan,1951,
1533,Meat Loaf,1947,2022
1534,Michelle Meyrink,1962,
1535,Dale Midkiff,1959,
1536,Toshirô Mifune,1920,1997
1537,Ray Milland,1907,1986
1538,Jonny Lee Miller,1972,
1539,Hayley Mills,1946,
1540,Rachel Miner,1980,
1541,Kylie Minogue,1968,
1542,Jay Mohr,1970,
1543,Gretchen Mol,1972,
1544,Ricardo Montalban,1920,2009
1545,Dudley Moore,1935,2002
1546,Mary Tyler Moore,1936,2017
1547,Agnes Moorehead,1900,1974
1548,Rick Moranis,1953,
1549,Rita Moreno,1931,
1550,Cathy Moriarty,1960,
1551,Alanis Morissette,1974,
1552,Pat Morita,1932,2005
1553,Ennio Morricone,1928,2020
1554,Errol Morris,1948,
1555,Rob Morrow,1962,
1556,David Morse,1953,
1557,Viggo Mortensen,1958,
1558,Mr. T,1952,
1559,Audie Murphy,1924,1971
1560,Ornella Muti,1955,
1561,Jim Nabors,1930,2017
1562,Kathy Najimy,1957,
1563,Kitten Natividad,1948,2022
1564,Bebe Neuwirth,1958,
1565,Mike Newell,1942,
1566,Mike Nichols,1931,2014
1567,Connie Nielsen,1965,
1568,Lisa Niemi,1956,
1569,Chuck Norris,1940,
1570,Edward Norton,1969,
1571,Kim Novak,1933,
1572,Danny Nucci,1968,
1573,Catherine O'Hara,1954,
1574,Michael O'Keefe,1955,
1575,Tatum O'Neal,1963,
1576,Heather O'Rourke,1975,1988
1577,Maureen O'Sullivan,1911,1998
1578,Annette O'Toole,1952,
1579,Edward James Olmos,1947,
1580,Ashley Olsen,1986,
1581,Mary-Kate Olsen,1986,
1582,Susan Olsen,1961,
1583,Jerry Orbach,1935,2004
1584,Miranda Otto,1967,
1585,Kelly Packard,1975,
1586,Joanna Pacula,1957,
1587,Alan J. Pakula,1928,1998
1588,Jack Palance,1919,2006
1589,Michael Palin,1943,
1590,Chazz Palminteri,1952,
1591,Bruce Paltrow,1943,2002
1592,Joe Pantoliano,1951,
1593,Anna Paquin,1982,
1594,Anne Parillaud,1960,
1595,Michael Paré,1958,
1596,Pier Paolo Pasolini,1922,1975
1597,Mandy Patinkin,1952,
1598,Robert Patrick,1958,
1599,Will Patton,1954,
1600,Adrian Paul,1959,
1601,David Paymer,1954,
1602,Guy Pearce,1967,
1603,Sam Peckinpah,1925,1984
1604,Nia Peeples,1961,
1605,Amanda Peet,1972,
1606,Chris Penn,1965,2006
1607,Sydney Penny,1971,
1608,Barry Pepper,1970,
1609,Rosie Perez,1964,
1610,Elizabeth Perkins,1960,
1611,Max Perlich,1968,
1612,Matthew Perry,1969,2023
1613,Bernadette Peters,1948,
1614,Lori Petty,1963,
1615,Elizabeth Peña,1959,2014
1616,Mekhi Phifer,1974,
1617,Lou Diamond Phillips,1962,
1618,Joaquin Phoenix,1974,
1619,Summer Phoenix,1978,
1620,Slim Pickens,1919,1983
1621,Bronson Pinchot,1959,
1622,Danny Pintauro,1976,
1623,Maria Pitillo,1966,
1624,Oliver Platt,1960,
1625,Amanda Plummer,1957,
1626,Christopher Plummer,1929,2021
1627,Sidney Poitier,1927,2022
1628,Sydney Pollack,1934,2008
1629,Kevin Pollak,1957,
1630,Tracy Pollan,1960,
1631,Sarah Polley,1979,
1632,Teri Polo,1969,
1633,Annie Potts,1952,
1634,CCH Pounder,1952,
1635,William Powell,1892,1984
1636,Priscilla Presley,1945,
1637,Vincent Price,1911,1993
1638,Jürgen Prochnow,1941,
1639,Alex Proyas,1963,
1640,Richard Pryor,1940,2005
1641,Vincent Perez,1964,
1642,Randy Quaid,1950,
1643,Linnea Quigley,1958,
1644,Aidan Quinn,1959,
1645,Serge Ladouceur,1952,
1646,Ted Raimi,1965,
1647,Claude Rains,1889,1967
1648,Charlotte Rampling,1946,
1649,Anne Ramsey,1929,1988
1650,Michael Rapaport,1970,
1651,Basil Rathbone,1892,1967
1652,John Ratzenberger,1947,
1653,Stephen Rea,1946,
1654,Ronald Reagan,1911,2004
1655,Lynn Redgrave,1943,2010
1656,Donna Reed,1921,1986
1657,Oliver Reed,1938,1999
1658,Robert Reed,1932,1992
1659,Christopher Reeve,1952,2004
1660,George Reeves,1914,1959
1661,Rob Reiner,1947,
1663,Paul Reiser,1956,
1664,James Remar,1953,
1665,Lee Remick,1935,1991
1666,Debbie Reynolds,1932,2016
1667,Jonathan Rhys Meyers,1977,
1668,Kim Richards,1964,
1669,Miranda Richardson,1958,
1670,Natasha Richardson,1963,2009
1671,Diana Rigg,1938,2020
1672,Joan Rivers,1933,2014
1673,Jason Robards,1922,2000
1674,Chris Rock,1965,
1675,Robert Rodriguez,1968,
1676,Nicolas Roeg,1928,2018
1677,Ginger Rogers,1911,1995
1678,Roy Rogers,1911,1998
1679,Mark Rolston,1956,
1680,Robert Romanus,1956,
1681,George A. Romero,1940,2017
1682,Mickey Rooney,1920,2014
1683,Roseanne Barr,1952,
1684,Katharine Ross,1940,
1685,Rick Rossovich,1957,
1686,Cynthia Rothrock,1957,
1687,Gena Rowlands,1930,2024
1688,Alan Ruck,1956,
1689,Mercedes Ruehl,1948,
1690,Jennifer Runyon,1960,
1691,Geoffrey Rush,1951,
1692,Ken Russell,1927,2011
1693,Eva Marie Saint,1924,
1694,Meredith Salenger,1970,
1695,George Sanders,1906,1972
1696,Julian Sands,1958,2023
1697,Chris Sarandon,1942,
1699,Telly Savalas,1922,1994
1700,Nancy Savoca,1959,
1701,Devon Sawa,1978,
1702,Roy Scheider,1932,2008
1703,Maximilian Schell,1930,2014
1704,Vincent Schiavelli,1948,2005
1705,Rob Schneider,1963,
1706,Michael Schoeffling,1960,
1707,Paul Schrader,1946,
1708,Joel Schumacher,1939,2020
1709,Til Schweiger,1963,
1710,David Schwimmer,1966,
1711,Annabella Sciorra,1960,
1713,Izabella Scorupco,1970,
1714,Campbell Scott,1961,
1715,George C. Scott,1927,1999
1716,Tony Scott,1944,2012
1717,Kyle Secor,1957,
1718,Kyra Sedgwick,1965,
1719,George Segal,1934,2021
1720,Ivan Sergei,1971,
1722,Rufus Sewell,1967,
1723,Tom Shadyac,1958,
1724,Tony Shalhoub,1953,
1725,Omar Sharif,1932,2015
1726,Helen Shaver,1951,
1727,Robert Shaw,1927,1978
1728,Wallace Shawn,1943,
1729,Craig Sheffer,1960,
1730,Deborah Shelton,1948,
1731,Sam Shepard,1943,2017
1732,Cybill Shepherd,1950,
1733,Nicollette Sheridan,1963,
1734,Armin Shimerman,1949,
1735,Talia Shire,1946,
1736,Pauly Shore,1968,
1737,Martin Short,1950,
1738,Jonathan Silverman,1966,
1739,Jean Simmons,1929,2010
1740,O.J. Simpson,1947,2024
1741,Bryan Singer,1965,
1743,Marc Singer,1948,
1744,Tom Sizemore,1961,2023
1746,Ione Skye,1970,
1747,Charles Martin Smith,1953,
1748,Kurtwood Smith,1943,
1749,Maggie Smith,1934,2024
1750,Madolyn Smith Osborne,1957,
1751,Jimmy Smits,1955,
1752,Steven Soderbergh,1963,
1753,P.J. Soles,1950,
1754,Todd Solondz,1959,
1755,Suzanne Somers,1946,2023
1756,Barry Sonnenfeld,1953,
1757,Kevin Sorbo,1958,
1758,Timothy Spall,1957,
1760,Tori Spelling,1973,
1761,Jerry Springer,1944,2023
1762,Jill St. John,1940,
1763,Nick Stahl,1979,
1764,John Stamos,1963,
1765,Harry Dean Stanton,1926,2017
1766,Barbara Stanwyck,1907,1990
1767,Imelda Staunton,1956,
1768,Rod Steiger,1925,2002
1769,Howard Stern,1954,
1770,Fisher Stevens,1963,
1771,Stella Stevens,1938,2023
1772,Patrick Stewart,1940,
1773,David Ogden Stiers,1942,2018
1774,Ben Stiller,1965,
1775,Whit Stillman,1952,
1776,Sting,1951,
1777,Dean Stockwell,1936,2021
